datetime, avg_next_24h, min_next_24h, max_next_24h, hd_next_24h, cd_next_24h
2018-01-02 05:00:00,22.8150943396226415,18.20,27.70,0,3.3150943396226415
2018-01-02 05:30:00,22.8452830188679245,18.70,27.70,0,3.3452830188679245
2018-01-02 06:00:00,22.8735849056603774,19.80,27.70,0,3.3735849056603774
2018-01-02 06:30:00,22.8905660377358491,19.80,27.70,0,3.3905660377358491
2018-01-02 07:00:00,22.8679245283018868,19.80,27.70,0,3.3679245283018868
2018-01-02 07:30:00,22.8339622641509434,19.80,27.70,0,3.3339622641509434
2018-01-02 08:00:00,22.8037735849056604,19.80,27.70,0,3.3037735849056604
2018-01-02 08:30:00,22.7735849056603774,19.80,27.70,0,3.2735849056603774
2018-01-02 09:00:00,22.7283018867924528,19.80,27.70,0,3.2283018867924528
2018-01-02 09:30:00,22.6735849056603774,19.80,27.70,0,3.1735849056603774
2018-01-02 10:00:00,22.6264150943396226,19.80,27.70,0,3.1264150943396226
2018-01-02 10:30:00,22.5660377358490566,19.80,27.70,0,3.0660377358490566
2018-01-02 11:00:00,22.4962264150943396,19.80,27.70,0,2.9962264150943396
2018-01-02 11:30:00,22.4056603773584906,19.80,27.70,0,2.9056603773584906
2018-01-02 12:00:00,22.2943396226415094,19.80,27.70,0,2.7943396226415094
2018-01-02 12:30:00,22.2000000000000000,19.80,27.60,0,2.7000000000000000
2018-01-02 13:00:00,22.1113207547169811,19.80,27.60,0,2.6113207547169811
2018-01-02 13:30:00,22.0433962264150943,19.80,27.60,0,2.5433962264150943
2018-01-02 14:00:00,21.9528301886792453,19.80,27.60,0,2.4528301886792453
2018-01-02 14:30:00,21.8773584905660377,19.80,27.60,0,2.3773584905660377
2018-01-02 15:00:00,21.7811320754716981,19.80,25.50,0,2.2811320754716981
2018-01-02 15:30:00,21.7166666666666667,19.80,24.90,0,2.2166666666666667
2018-01-02 16:00:00,21.6574074074074074,19.80,24.20,0,2.1574074074074074
2018-01-02 16:30:00,21.6090909090909091,19.80,23.90,0,2.1090909090909091
2018-01-02 17:00:00,21.5690909090909091,19.80,23.50,0,2.0690909090909091
2018-01-02 17:30:00,21.5490909090909091,19.80,23.50,0,2.0490909090909091
2018-01-02 18:00:00,21.5254545454545455,19.80,23.50,0,2.0254545454545455
2018-01-02 18:14:00,21.5000000000000000,19.80,23.50,0,2.0000000000000000
2018-01-02 18:30:00,21.4685185185185185,19.80,23.50,0,1.9685185185185185
2018-01-02 18:40:00,21.4490566037735849,19.80,23.50,0,1.9490566037735849
2018-01-02 19:00:00,21.4245283018867925,19.80,23.50,0,1.9245283018867925
2018-01-02 19:14:00,21.4000000000000000,19.80,23.50,0,1.9000000000000000
2018-01-02 19:30:00,21.3673076923076923,19.80,23.50,0,1.8673076923076923
2018-01-02 19:40:00,21.3450980392156863,19.80,23.50,0,1.8450980392156863
2018-01-02 20:00:00,21.3176470588235294,19.80,23.50,0,1.8176470588235294
2018-01-02 20:30:00,21.2980392156862745,19.80,23.50,0,1.7980392156862745
2018-01-02 21:00:00,21.2823529411764706,19.80,23.50,0,1.7823529411764706
2018-01-02 21:30:00,21.2745098039215686,19.80,23.50,0,1.7745098039215686
2018-01-02 22:00:00,21.2607843137254902,19.80,23.50,0,1.7607843137254902
2018-01-02 22:30:00,21.2411764705882353,19.80,23.50,0,1.7411764705882353
2018-01-02 23:00:00,21.2235294117647059,19.80,23.50,0,1.7235294117647059
2018-01-02 23:30:00,21.2078431372549020,19.80,23.50,0,1.7078431372549020
2018-01-03 00:00:00,21.1843137254901961,19.10,23.50,0,1.6843137254901961
2018-01-03 00:30:00,21.1352941176470588,19.00,23.50,0,1.6352941176470588
2018-01-03 01:00:00,21.0803921568627451,19.00,23.50,0,1.5803921568627451
2018-01-03 01:30:00,21.0450980392156863,19.00,23.50,0,1.5450980392156863
2018-01-03 02:00:00,21.0176470588235294,19.00,23.50,0,1.5176470588235294
2018-01-03 02:30:00,20.9882352941176471,18.90,23.50,0,1.4882352941176471
2018-01-03 03:00:00,20.9549019607843137,18.90,23.50,0,1.4549019607843137
2018-01-03 03:30:00,20.9254901960784314,18.90,23.50,0,1.4254901960784314
2018-01-03 04:00:00,20.9000000000000000,18.70,23.50,0,1.4000000000000000
2018-01-03 04:30:00,20.8000000000000000,17.70,23.50,0,1.3000000000000000
2018-01-03 05:00:00,20.7538461538461538,17.50,23.50,0,1.2538461538461538
2018-01-03 05:30:00,20.6000000000000000,17.50,23.50,0,1.1000000000000000
2018-01-03 06:00:00,20.5611111111111111,17.50,23.50,0,1.0611111111111111
2018-01-03 06:30:00,20.4672727272727273,17.50,23.50,0,0.9672727272727273
2018-01-03 07:00:00,20.4236363636363636,17.50,23.50,0,0.9236363636363636
2018-01-03 07:30:00,20.3945454545454545,17.50,23.50,0,0.8945454545454545
2018-01-03 08:00:00,20.3745454545454545,17.50,23.50,0,0.8745454545454545
2018-01-03 08:30:00,20.3436363636363636,17.50,23.50,0,0.8436363636363636
2018-01-03 09:00:00,20.2963636363636364,17.50,23.50,0,0.7963636363636364
2018-01-03 09:30:00,20.2745454545454545,17.50,23.50,0,0.7745454545454545
2018-01-03 10:00:00,20.2545454545454545,17.50,23.50,0,0.7545454545454545
2018-01-03 10:30:00,20.2200000000000000,17.50,23.50,0,0.7200000000000000
2018-01-03 11:00:00,20.1745454545454545,17.50,23.50,0,0.6745454545454545
2018-01-03 11:30:00,20.1490909090909091,17.50,23.50,0,0.6490909090909091
2018-01-03 12:00:00,20.1563636363636364,17.50,23.50,0,0.6563636363636364
2018-01-03 12:30:00,20.1890909090909091,17.50,23.50,0,0.6890909090909091
2018-01-03 13:00:00,20.1963636363636364,17.50,23.50,0,0.6963636363636364
2018-01-03 13:30:00,20.1909090909090909,17.50,23.50,0,0.6909090909090909
2018-01-03 14:00:00,20.1854545454545455,17.50,23.20,0,0.6854545454545455
2018-01-03 14:30:00,20.1981818181818182,17.50,23.20,0,0.6981818181818182
2018-01-03 15:00:00,20.1945454545454545,17.50,23.20,0,0.6945454545454545
2018-01-03 15:20:00,20.1518518518518519,17.50,23.20,0,0.6518518518518519
2018-01-03 15:30:00,20.1740740740740741,17.50,23.20,0,0.6740740740740741
2018-01-03 16:00:00,20.1962962962962963,17.50,23.20,0,0.6962962962962963
2018-01-03 16:20:00,20.1679245283018868,17.50,23.20,0,0.6679245283018868
2018-01-03 16:30:00,20.1962264150943396,17.50,23.30,0,0.6962264150943396
2018-01-03 17:00:00,20.2283018867924528,17.50,23.30,0,0.7283018867924528
